Title,Date
"House of Cards: Sæson 2: Kapitel 15","07/12/2014"
"House of Cards: Sæson 2: Kapitel 14","07/12/2014"
"To Rome With Love","08/11/2014"
"Sammenhold","25/10/2014"
"House of Cards: Sæson 1: Kapitel 12","16/10/2014"
"House of Cards: Sæson 1: Kapitel 11","16/10/2014"
"House of Cards: Sæson 1: Kapitel 10","16/10/2014"
"House of Cards: Sæson 1: Kapitel 9","15/10/2014"
"House of Cards: Sæson 1: Kapitel 8","13/10/2014"
"House of Cards: Sæson 1: Kapitel 7","13/10/2014"
"House of Cards: Sæson 1: Kapitel 6","09/10/2014"
"House of Cards: Sæson 1: Kapitel 5","07/10/2014"
"House of Cards: Sæson 1: Kapitel 4","07/10/2014"
"House of Cards: Sæson 1: Kapitel 3","06/10/2014"
"House of Cards: Sæson 1: Kapitel 2","06/10/2014"
"Vanvittig forelsket","21/08/2014"
"Jernladyen","11/08/2014"
"The Hour: Sæson 1: Episode 1: Pilot","10/08/2014"
"Henning Mankells Wallander: Sæson 2: Tyven","10/08/2014"
"Skyfall","26/07/2014"
"Kærestesorger","24/07/2014"
"Viceværten","23/07/2014"
"Zack and Miri Make a Porno","23/07/2014"
"The House of Cards Trilogy (BBC): House of Cards: Episode 3","19/07/2014"
"The House of Cards Trilogy (BBC): House of Cards: Episode 2","18/07/2014"
"The House of Cards Trilogy (BBC): House of Cards: Episode 1","17/07/2014"
"Derek: Sæson 2: Episode 6","16/07/2014"
"Derek: Sæson 2: Episode 5","16/07/2014"
"Derek: Sæson 2: Episode 4","16/07/2014"
"Derek: Sæson 2: Episode 3","16/07/2014"
"Derek: Sæson 2: Episode 2","16/07/2014"
"Derek: Sæson 2: Episode 1","15/07/2014"
"Derek: Sæson 1: Episode 4","15/07/2014"
"Derek: Sæson 1: Pilotepisode","15/07/2014"
"Derek: Sæson 1: Episode 5","15/07/2014"
"Derek: Sæson 1: Episode 6","15/07/2014"
"Derek: Sæson 1: Episode 2","15/07/2014"
"Derek: Sæson 1: Episode 3","15/07/2014"
"Befri Willy","15/07/2014"
"Blackfish","15/07/2014"
"Twin Peaks: Sæson 2: Masked Ball","13/07/2014"
"Bobby Fischer Against the World","07/07/2014"
"Peep Show: Sæson 1: The Interview","07/07/2014"
"Peep Show: Sæson 1: Warring Factions","07/07/2014"
"WarGames: The Dead Code","07/07/2014"
"WarGames","06/07/2014"
"Højt spin","27/06/2014"
"New Girl: Sæson 1: See Ya","29/05/2014"
"New Girl: Sæson 1: Backslide","29/05/2014"
"New Girl: Sæson 1: Tomatoes","29/05/2014"
"New Girl: Sæson 1: Jess and Julia","29/05/2014"
"New Girl: Sæson 1: Kids","22/05/2014"
"New Girl: Sæson 1: Normal","22/05/2014"
"New Girl: Sæson 1: Secrets","22/05/2014"
"New Girl: Sæson 1: Fancyman, Del 2","22/05/2014"
"New Girl: Sæson 1: Fancyman, Del 1","22/05/2014"
"Sherlock: Sæson 2: The Hounds of Baskerville","11/05/2014"
"Sherlock: Sæson 2: A Scandal in Belgravia","10/05/2014"
"Sherlock: Sæson 1: The Great Game","10/05/2014"
"New Girl: Sæson 1: Control","16/04/2014"
"New Girl: Sæson 1: Injured","16/04/2014"
"New Girl: Sæson 1: Bully","15/04/2014"
"New Girl: Sæson 1: Valentine's Day","15/04/2014"
"New Girl: Sæson 1: The Landlord","15/04/2014"
"Sherlock: Sæson 1: The Blind Banker","13/04/2014"
"New Girl: Sæson 1: The Story of the 50","11/04/2014"
"New Girl: Sæson 1: The 23rd","11/04/2014"
"New Girl: Sæson 1: Bad in Bed","11/04/2014"
"New Girl: Sæson 1: Bells","11/04/2014"
"New Girl: Sæson 1: Thanksgiving","10/04/2014"
"New Girl: Sæson 1: Cece Crashes","10/04/2014"
"New Girl: Sæson 1: Naked","06/04/2014"
"New Girl: Sæson 1: Wedding","06/04/2014"
"New Girl: Sæson 1: Kryptonite","06/04/2014"
"There Will Be Blood","06/04/2014"
"Vejen til Perdition","05/04/2014"
"A Bronx Tale","04/04/2014"
"Amazing Grace","23/03/2014"
"Family Guy: Sæson 4: The Fat Guy Strangler","15/02/2014"
"Family Guy: Sæson 4: The Courtship of Stewie's Father","15/02/2014"
"Thank You for Smoking","09/02/2014"
"2016: Obama's America","08/02/2014"
"Mitt","08/02/2014"
"Silver Linings Playbook","07/02/2014"
"Svend","23/01/2014"
"Croupier","17/01/2014"
"The Office (U.K.): Sæson 2: Interview","16/01/2014"
"The Office (U.K.): Sæson 2: Charity","16/01/2014"
"The Office (U.K.): Sæson 2: Motivation","13/01/2014"
"The Office (U.K.): Sæson 2: Party","13/01/2014"
"The Office (U.K.): Sæson 2: Appraisals","13/01/2014"
"The Office (U.K.): Sæson 2: Merger","12/01/2014"
"The Office (U.K.): Sæson 1: Judgement","11/01/2014"
"The Office (U.K.): Sæson 1: New Girl","11/01/2014"
"The Office (U.K.): Sæson 1: Training","11/01/2014"
"The Office (U.K.): Sæson 1: The Quiz","11/01/2014"
"The Office (U.K.): Sæson 1: Work Experience","10/01/2014"
"The Office (U.K.): Sæson 1: Downsize","10/01/2014"
"Sidste spil","08/01/2014"
"Ocean's Twelve","02/01/2014"
"Ocean's Eleven","31/12/2013"
"Tal For Dig Selv","22/12/2013"
"Jul På Vesterbro: Svangerskabets ulidelige korthed","03/12/2013"
"Jul På Vesterbro: Hvornår Skal Du Bruge Den?","03/12/2013"
"Jul På Vesterbro: Danny vender jhem","01/12/2013"
"Thomas Crown-affæren","24/11/2013"
"Lige på kornet","24/11/2013"
"Wall Street","22/11/2013"
"Klovn: Sæson 5: Surprise Mia","20/11/2013"
"Klovn: Sæson 5: Drys fra muffedissen","20/11/2013"
"Klovn: Sæson 5: Tillykke Frank","20/11/2013"
"Klovn: Sæson 5: Troldmanden fra Frederiksberg","15/11/2013"
"Klovn: Sæson 4: Jarlens Død","13/11/2013"
"Klovn: Sæson 4: Hjem til far","13/11/2013"
"Klovn: Sæson 4: Unge hjerter","13/11/2013"
"Klovn: Sæson 3: God jul, Frank","13/11/2013"
"Klovn: Sæson 3: En revisor-smølfe CD","10/11/2013"
"Klovn: Sæson 3: Bøssernes Kennedy","10/11/2013"
"Klovn: Sæson 3: Længe Leve Demokratiet","26/10/2013"
"Klovn: Sæson 3: Biggie Blackie","26/10/2013"
"Klovn: Sæson 3: 100 dage i Forum","23/10/2013"
"Kandidaten","18/10/2013"
"Klovn: Sæson 6: Bedragsholm slot","15/10/2013"
"Klovn: Sæson 4: Ups","14/10/2013"
"American Psycho","05/10/2013"
"Trailer 2: Hemlock Grove","05/10/2013"
"The Kennedys: A Father's Great Expectations","30/09/2013"
"Tintins oplevelser: Sæson 1: Racham den Rødes skat","29/09/2013"
"Tintins oplevelser: Sæson 1: The Secret of the Unicorn: Del 2","29/09/2013"
"Tintins oplevelser: Sæson 1: The Secret of the Unicorn: Del 1","29/09/2013"
"Tintins oplevelser: Sæson 1: The Crab with the Golden Claws: Del 2","27/09/2013"
"Tintins oplevelser: Sæson 1: The Crab with the Golden Claws: Del 1","27/09/2013"
"The Inbetweeners: Sæson 3: The Camping Trip","20/09/2013"
"The Inbetweeners: Sæson 3: Home Alone","20/09/2013"
"The Inbetweeners: Sæson 3: The Trip to Warwick","17/09/2013"
"The Inbetweeners: Sæson 3: Will's Dilemma","17/09/2013"
"The Inbetweeners: Sæson 3: The Gig and the Girlfriend","11/09/2013"
"The Inbetweeners: Sæson 3: The Fashion Show","11/09/2013"
"The Inbetweeners: Sæson 2: Exam Time","26/08/2013"
"The Inbetweeners: Sæson 2: The Duke of Edinburgh Awards","25/08/2013"
"The Inbetweeners: Sæson 2: A Night Out in London","23/08/2013"
"The Inbetweeners: Sæson 2: Will's Birthday","21/08/2013"
"The Inbetweeners: Sæson 2: Work Experience","21/08/2013"
"The Inbetweeners: Sæson 2: The Field Trip","21/08/2013"
"The Inbetweeners: Sæson 1: Xmas Party","18/08/2013"
"The Inbetweeners: Sæson 1: Caravan Club","18/08/2013"
"The Inbetweeners: Sæson 1: Girlfriend","18/08/2013"
"The Inbetweeners: Sæson 1: Thorpe Park","18/08/2013"
"The Inbetweeners: Sæson 1: Bunk Off","17/08/2013"
"The Inbetweeners: Sæson 1: First Day","17/08/2013"
"Far til fire: På hjemmebane","23/05/2013"
"Sorte Kugler","22/05/2013"
"Scary Movie 4","17/05/2013"
"Rush Hour","17/05/2013"
"How I Met Your Mother: Sæson 2: Atlantic City","09/05/2013"
"How I Met Your Mother: Sæson 2: Swarley","09/05/2013"
"Men in Black II","09/05/2013"
"Jul På Vesterbro: Farvel Beatrice","06/05/2013"
"Henning Mankells Wallander: Sæson 1: Wallander - Brødrene","06/05/2013"
"How I Met Your Mother: Sæson 2: World's Greatest Couple","03/05/2013"
"How I Met Your Mother: Sæson 2: Ted Mosby: Architect","03/05/2013"
"Festen","26/04/2013"
"Pompeii: The Last Day","18/04/2013"
"Casino Jack","17/04/2013"
"Henning Mankells Wallander: Sæson 1: Wallander - Dødens horoskop","16/04/2013"
"Henning Mankells Wallander: Sæson 1: Wallander - Inden frosten","14/04/2013"
"How I Met Your Mother: Sæson 4: Old King Clancy","10/04/2013"
"How I Met Your Mother: Sæson 4: Three Days of Snow","10/04/2013"
"How I Met Your Mother: Sæson 4: Benefits","06/04/2013"
"How I Met Your Mother: Sæson 4: Little Minnesota","06/04/2013"
"How I Met Your Mother: Sæson 4: Possimpible","03/04/2013"
"How I Met Your Mother: Sæson 4: The Three Days Rule","03/04/2013"
"American High","19/03/2013"
"Enemy of the State","17/03/2013"
"How I Met Your Mother: Sæson 1: The Limo","27/02/2013"
"How I Met Your Mother: Sæson 1: The Pineapple Incident","27/02/2013"
"How I Met Your Mother: Sæson 1: The Duel","27/02/2013"
"How I Met Your Mother: Sæson 3: No Tomorrow","26/02/2013"
"How I Met Your Mother: Sæson 5: Definitions","26/02/2013"
"Charlie og chokoladefabrikken","18/02/2013"
"Jerry Maguire","18/02/2013"
"In Bruges","14/02/2013"
"Evigt solskin i et pletfrit sind","12/02/2013"
"Terkel i knibe","07/02/2013"
"Invincible","05/02/2013"
"Miracle","23/01/2013"
"De satans chefer","11/01/2013"
"How I Met Your Mother: Sæson 3: Slapsgiving","07/01/2013"
"How I Met Your Mother: Sæson 2: Slap Bet","07/01/2013"
"Klovn: Sæson 1: Fars sidste ønske","07/01/2013"
"How I Met Your Mother: Sæson 2: Monday Night Football","06/01/2013"
"Half Nelson","05/01/2013"
"Crazy, Stupid, Love.","03/01/2013"
"Jul På Vesterbro: Højt belagte håndmadder","20/12/2012"
"Jul På Vesterbro: Helt i kage","17/12/2012"
"Jul På Vesterbro: Baby til låns","17/12/2012"
"Jul På Vesterbro: Duftforstærkeren","17/12/2012"
"Jul På Vesterbro: Et dukkehjem","17/12/2012"
"Seven","13/12/2012"
"Jul På Vesterbro: Gøglere af Guds nåde","13/12/2012"
"Jul På Vesterbro: Hjul igen","13/12/2012"
"A Clockwork Orange","11/12/2012"
"Jul På Vesterbro: Beatrice","11/12/2012"
"Hooligans","10/12/2012"
"Jul På Vesterbro: Morfars bolsche","10/12/2012"
"Jul På Vesterbro: Ondt i kufferten","10/12/2012"
"Jul På Vesterbro: En god handel","10/12/2012"
"Jul På Vesterbro: Røv !!!!","10/12/2012"
"Håndlangerne","09/12/2012"
"Jul På Vesterbro: Hvis du ikke ka' li' røgen…","06/12/2012"
"Jul På Vesterbro: Så til søs","06/12/2012"
"I Kina Spiser De Hunde","05/12/2012"
"Jul På Vesterbro: Har du aldrig set Vitek?","05/12/2012"
"Deep Blue Sea","04/12/2012"
"Mick Øgendahl: Propaganda","03/12/2012"
"Klovn: Sæson 1: Løft ikke hunden","26/11/2012"
"Klovn: Sæson 1: Hushovmesteren","26/11/2012"
"Klovn: Sæson 1: Godfather of Drugs","26/11/2012"
"En verden udenfor","15/11/2012"
"Klassen","09/11/2012"
"Goal II","06/11/2012"
"Mål!","04/11/2012"
"Christian Fuhlendorff: Mit første onemanshow","27/10/2012"
"Three Kings","27/10/2012"
"United","26/10/2012"
"Klovn: Sæson 1: Dalai Lama","26/10/2012"
"Klovn: Sæson 1: De nye danskere","25/10/2012"
"Klovn: Sæson 1: 5-årsdagen","25/10/2012"
